	id_cp_interaction	partner_a	partner_b	protein_name_a	protein_name_b	annotation_strategy	source	gene_name_a	gene_name_b	gene_name_mouse_a	gene_name_mouse_b
1324	CPI-SS0EBFE1854	P20827	P54764	EFNA1_HUMAN	EPHA4_HUMAN	curated	PMID: 15114347	EFNA1	EPHA4	Efna1	Epha4
1326	CPI-SS0ECD9BB5E	O00585	Q9NPB9	CCL21_HUMAN	ACKR4_HUMAN	curated	PMID: 24218476	CCL21	ACKR4	Ccl21a	Ackr4
1327	CPI-SS0ED2573CA	O14788	Q9Y6Q6	TNF11_HUMAN	TNR11_HUMAN	curated	uniprot	TNFSF11	TNFRSF11A	Tnfsf11	Tnfrsf11a
1328	CPI-SS0EDAE16B6	P19235	P21583	EPOR_HUMAN	SCF_HUMAN	I2D		EPOR	KITLG	Epor	Kitl
1329	CPI-SS0EDD062F7	P51677	Q99616	CCR3_HUMAN	CCL13_HUMAN	curated	PMID: 24218476	CCR3	CCL13	Ccr3	Ccl2
1330	CPI-SS0EDD4928A	P01138	P08138	NGF_HUMAN	TNR16_HUMAN	curated	uniprot	NGF	NGFR	Ngf	Ngfr
1331	CPI-SS0EECD7662	O00155	Q9HD89	GPR25_HUMAN	RETN_HUMAN	IMEx,IntAct		GPR25	RETN	Gpr25	Retn
1333	CPI-SS0EF1A7415	P51679	Q92583	CCR4_HUMAN	CCL17_HUMAN	curated	PMID: 24218476	CCR4	CCL17	Ccr4	Ccl17
1335	CPI-SS0EFE0B07A	P48061	P49682	SDF1_HUMAN	CXCR3_HUMAN	guidetopharmacology.org		CXCL12	CXCR3	Cxcl12	Cxcr3
1336	CPI-SS0F00D756A	P25942	Q9Y275	TNR5_HUMAN	TN13B_HUMAN	I2D,InnateDB		CD40	TNFSF13B	Cd40	Tnfsf13b
1337	CPI-SS0F0D7F25C	P35070	Q15303	BTC_HUMAN	ERBB4_HUMAN	curated	uniprot	BTC	ERBB4	Btc	Erbb4
1338	CPI-SS0F102AAC5	O75473	Q2MKA7	LGR5_HUMAN	RSPO1_HUMAN	guidetopharmacology.org		LGR5	RSPO1	Lgr5	Rspo1
1339	CPI-SS0F15C1AB3	O60462	Q13275	NRP2_HUMAN	SEM3F_HUMAN	curated	uniprot	NRP2	SEMA3F	Nrp2	Sema3f
1341	CPI-SS0F21D6CA0	P54760	P98172	EPHB4_HUMAN	EFNB1_HUMAN	curated	PMID: 15114347	EPHB4	EFNB1	Ephb4	Efnb1
1342	CPI-SS0F21DBF93	Q96QR1	Q9UM47	SG3A1_HUMAN	NOTC3_HUMAN	InnateDB-All		SCGB3A1	NOTCH3	Scgb3a1	Notch3
1343	CPI-SS0F26BB901	P09544	Q9NPG1	WNT2_HUMAN	FZD3_HUMAN	curated	PMID: 24032637	WNT2	FZD3	Wnt2	Fzd3
1344	CPI-SS0F2C6A4D4	O76093	P11362	FGF18_HUMAN	FGFR1_HUMAN	I2D		FGF18	FGFR1	Fgf18	Fgfr1
1345	CPI-SS0F32DB87D	P01270	Q03431	PTHY_HUMAN	PTH1R_HUMAN	I2D,IMEx,InnateDB-All,IntAct		PTH	PTH1R	Pth	Pth1r
1346	CPI-SS0F33890C0	P51671	P51677	CCL11_HUMAN	CCR3_HUMAN	curated	PMID: 24218476	CCL11	CCR3	Ccl11	Ccr3
1347	CPI-SS0F3A089DE	O15041	Q9Y4D7	SEM3E_HUMAN	PLXD1_HUMAN	curated	PMID: 22325954	SEMA3E	PLXND1	Sema3e	Plxnd1
1348	CPI-SS0F3BF2B34	P13501	Q9NPB9	CCL5_HUMAN	ACKR4_HUMAN	I2D		CCL5	ACKR4	Ccl5	Ackr4
1350	CPI-SS0F4D30D5A	P00533	P01133	EGFR_HUMAN	EGF_HUMAN	curated	uniprot	EGFR	EGF	Egfr	Egf
1353	CPI-SS0F562FEA5	P19875	P25025	CXCL2_HUMAN	CXCR2_HUMAN	curated	PMID: 24218476	CXCL2	CXCR2	Cxcl1	Cxcr2
1354	CPI-SS0F5B6B186	Q15116	Q9BQ51	PDCD1_HUMAN	PD1L2_HUMAN	curated	antigen-stimulated T cells become anergic. PMID: 23954143	PDCD1	PDCD1LG2	Pdcd1	Pdcd1lg2
1355	CPI-SS0F66EA6BE	P05067	P25090	A4_HUMAN	FPR2_HUMAN	guidetopharmacology.org		APP	FPR2	App	Fpr2
1356	CPI-SS0F6A7A4DF	O76093	P21802	FGF18_HUMAN	FGFR2_HUMAN	I2D		FGF18	FGFR2	Fgf18	Fgfr2
1357	CPI-SS0F6B529A1	P13501	P51677	CCL5_HUMAN	CCR3_HUMAN	curated	PMID: 24218476	CCL5	CCR3	Ccl5	Ccr3
1358	CPI-SS0F739D3DB	P04083	P21462	ANXA1_HUMAN	FPR1_HUMAN	guidetopharmacology.org		ANXA1	FPR1	Anxa1	Fpr1
1359	CPI-SS0F81DBF22	P52798	Q15375	EFNA4_HUMAN	EPHA7_HUMAN	curated	PMID: 15114347	EFNA4	EPHA7	Efna4	Epha7
1360	CPI-SS0F856A80F	Q15726	Q969F8	KISS1_HUMAN	KISSR_HUMAN	guidetopharmacology.org		KISS1	KISS1R	Kiss1	Kiss1r
1361	CPI-SS0F8ABC300	O43603	P22466	GALR2_HUMAN	GALA_HUMAN	guidetopharmacology.org		GALR2	GAL	Galr2	Gal
1363	CPI-SS0F8C664D9	P49682	P78556	CXCR3_HUMAN	CCL20_HUMAN	guidetopharmacology.org		CXCR3	CCL20	Cxcr3	Ccl20
1365	CPI-SS0F8EFEECF	P01375	Q14118	TNFA_HUMAN	DAG1_HUMAN	InnateDB-All		TNF	DAG1	Tnf	Dag1
1367	CPI-SS0F972435E	P35916	P49767	VGFR3_HUMAN	VEGFC_HUMAN	curated	uniprot	FLT4	VEGFC	Flt4	Vegfc
1368	CPI-SS0F9B3B259	O75888	P19438	TNF13_HUMAN	TNR1A_HUMAN	I2D,InnateDB-All		TNFSF13	TNFRSF1A	Tnfsf13	Tnfrsf1a
1369	CPI-SS0F9BBC31B	P01282	P27487	VIP_HUMAN	DPP4_HUMAN	InnateDB-All,MINT		VIP	DPP4	Vip	Dpp4
1370	CPI-SS0F9D53834	Q9BX67	Q9BX67	JAM3_HUMAN	JAM3_HUMAN	curated	https://www.ncbi.nlm.nih.gov/pubmed/16118203	JAM3	JAM3	Jam3	Jam3
1371	CPI-SS0F9EE20C3	P10767	P22607	FGF6_HUMAN	FGFR3_HUMAN	I2D		FGF6	FGFR3	Fgf6	Fgfr3
1372	CPI-SS0FA326344	O60353	P56705	FZD6_HUMAN	WNT4_HUMAN	curated	PMID: 24032637	FZD6	WNT4	Fzd6	Wnt4
1373	CPI-SS0FA481114	P10767	P22455	FGF6_HUMAN	FGFR4_HUMAN	I2D		FGF6	FGFR4	Fgf6	Fgfr4
1375	CPI-SS0FAE75A75	P04808	Q9HBX9	REL1_HUMAN	RXFP1_HUMAN	guidetopharmacology.org		RLN1	RXFP1	Rln1	Rxfp1
1376	CPI-SS0FAE7ABEF	P10082	P27487	PYY_HUMAN	DPP4_HUMAN	InnateDB-All,MINT		PYY	DPP4	Pyy	Dpp4
1377	CPI-SS0FAF4BB9E	P27487	P51671	DPP4_HUMAN	CCL11_HUMAN	curated	PMID: 24218476	DPP4	CCL11	Dpp4	Ccl11
1378	CPI-SS0FB37E079	P05111	Q03167	INHA_HUMAN	TGBR3_HUMAN	I2D		INHA	TGFBR3	Inha	Tgfbr3
1379	CPI-SS0FB5FE587	O00548	Q99466	DLL1_HUMAN	NOTC4_HUMAN	curated	PMID: 22353464	DLL1	NOTCH4	Dll1	Notch4
1380	CPI-SS0FBC9234C	P01375	Q13332	TNFA_HUMAN	PTPRS_HUMAN	InnateDB-All		TNF	PTPRS	Tnf	Ptprs
1381	CPI-SS0FC01B947	P52803	P54764	EFNA5_HUMAN	EPHA4_HUMAN	curated	PMID: 15114347	EFNA5	EPHA4	Efna5	Epha4
1382	CPI-SS0FC0CA5ED	O75473	Q6UXX9	LGR5_HUMAN	RSPO2_HUMAN	guidetopharmacology.org		LGR5	RSPO2	Lgr5	Rspo2
1383	CPI-SS0FC2B68F1	P10997	P14735	IAPP_HUMAN	IDE_HUMAN	IMEx		IAPP	IDE	Iapp	Ide
1384	CPI-SS0FC42EC80	O14944	Q15303	EREG_HUMAN	ERBB4_HUMAN	curated	uniprot	EREG	ERBB4	Ereg	Erbb4
1385	CPI-SS0FCF733EA	P01185	P30518	NEU2_HUMAN	V2R_HUMAN	I2D,InnateDB-All		AVP	AVPR2	Avp	Avpr2
1386	CPI-SS0FDAB7BA8	P02778	P27487	CXL10_HUMAN	DPP4_HUMAN	curated	PMID: 24218476	CXCL10	DPP4	Cxcl10	Dpp4
1387	CPI-SS0FEAC3352	O60755	Q9UBC7	GALR3_HUMAN	GALP_HUMAN	guidetopharmacology.org		GALR3	GALP	Galr3	Galp
1389	CPI-SS0FEEB187C	P01127	P16234	PDGFB_HUMAN	PGFRA_HUMAN	curated	uniprot	PDGFB	PDGFRA	Pdgfb	Pdgfra
1390	CPI-SS0FEF2FF5D	P10082	P49146	PYY_HUMAN	NPY2R_HUMAN	guidetopharmacology.org		PYY	NPY2R	Pyy	Npy2r
1391	CPI-SS0FF49C823	P20827	P21709	EFNA1_HUMAN	EPHA1_HUMAN	curated	PMID: 15114347	EFNA1	EPHA1	Efna1	Epha1
1392	CPI-SS0FF51A757	Q9UNG2	Q9Y5U5	TNF18_HUMAN	TNR18_HUMAN	curated	uniprot	TNFSF18	TNFRSF18	Tnfsf18	Tnfrsf18
1393	CPI-SS0FF55B42C	P54753	P98172	EPHB3_HUMAN	EFNB1_HUMAN	curated	PMID: 15114347	EPHB3	EFNB1	Ephb3	Efnb1
1394	CPI-SS0FF6CFDCA	P0DMS8	P49961	AA3R_HUMAN	ENTP1_HUMAN	curated	uniprot	ADORA3	ENTPD1	Adora3	Entpd1
1395	CPI-SS0FFB9E01B	P08620	P11362	FGF4_HUMAN	FGFR1_HUMAN	I2D		FGF4	FGFR1	Fgf4	Fgfr1
0		P29459	P42701	IL12A_HUMAN	I12R1_HUMAN	curated	uniprot unpacked	IL12A	IL12RB1	Il12a	Il12rb1
1		P29459	Q99665	IL12A_HUMAN	I12R2_HUMAN	curated	uniprot unpacked	IL12A	IL12RB2	Il12a	Il12rb2
2		P29460	P42701	IL12B_HUMAN	I12R1_HUMAN	curated	uniprot unpacked	IL12B	IL12RB1	Il12b	Il12rb1
3		P29460	Q99665	IL12B_HUMAN	I12R2_HUMAN	curated	uniprot unpacked	IL12B	IL12RB2	Il12b	Il12rb2
4		P36896	P08476	ACV1B_HUMAN	INHBA_HUMAN	curated	uniprot unpacked	ACVR1B	INHBA	Acvr1b	Inhba
5		P36896	P09529	ACV1B_HUMAN	INHBB_HUMAN	curated	uniprot unpacked	ACVR1B	INHBB	Acvr1b	Inhbb
6		P27037	P08476	AVR2A_HUMAN	INHBA_HUMAN	curated	uniprot unpacked	ACVR2A	INHBA	Acvr2a	Inhba
7		P27037	P09529	AVR2A_HUMAN	INHBB_HUMAN	curated	uniprot unpacked	ACVR2A	INHBB	Acvr2a	Inhbb
8		Q04771	P08476	ACVR1_HUMAN	INHBA_HUMAN	curated	uniprot unpacked	ACVR1	INHBA	Acvr1	Inhba
9		Q04771	P09529	ACVR1_HUMAN	INHBB_HUMAN	curated	uniprot unpacked	ACVR1	INHBB	Acvr1	Inhbb
10		P29460	Q5VWK5	IL12B_HUMAN	IL23R_HUMAN	curated	uniprot unpacked	IL12B	IL23R	Il12b	Il23r
11		Q9NPF7	P42701	IL23A_HUMAN	I12R1_HUMAN	curated	uniprot unpacked	IL23A	IL12RB1	Il23a	Il12rb1
12		Q9NPF7	Q5VWK5	IL23A_HUMAN	IL23R_HUMAN	curated	uniprot unpacked	IL23A	IL23R	Il23a	Il23r
13		Q13705	P08476	AVR2B_HUMAN	INHBA_HUMAN	curated	uniprot unpacked	ACVR2B	INHBA	Acvr2b	Inhba
14		Q13705	P09529	AVR2B_HUMAN	INHBB_HUMAN	curated	uniprot unpacked	ACVR2B	INHBB	Acvr2b	Inhbb
15		P05107	P02671	ITB2_HUMAN	FIBA_HUMAN	curated	uniprot unpacked	ITGB2	FGA	Itgb2	Fga
16		P05107	P02679	ITB2_HUMAN	FIBG_HUMAN	curated	uniprot unpacked	ITGB2	FGG	Itgb2	Fgg
17		P05107	P02675	ITB2_HUMAN	FIBB_HUMAN	curated	uniprot unpacked	ITGB2	FGB	Itgb2	Fgb
18		P11215	P02671	ITAM_HUMAN	FIBA_HUMAN	curated	uniprot unpacked	ITGAM	FGA	Itgam	Fga
19		P11215	P02679	ITAM_HUMAN	FIBG_HUMAN	curated	uniprot unpacked	ITGAM	FGG	Itgam	Fgg
20		P11215	P02675	ITAM_HUMAN	FIBB_HUMAN	curated	uniprot unpacked	ITGAM	FGB	Itgam	Fgb
21		Q8NER5	P08476	ACV1C_HUMAN	INHBA_HUMAN	curated	uniprot unpacked	ACVR1C	INHBA	Acvr1c	Inhba
22		Q8NER5	P09529	ACV1C_HUMAN	INHBB_HUMAN	curated	uniprot unpacked	ACVR1C	INHBB	Acvr1c	Inhbb
23		Q14213	Q6UWB1	IL27B_HUMAN	I27RA_HUMAN	curated	uniprot unpacked	EBI3	IL27RA	Ebi3	Il27ra
24		Q14213	P40189	IL27B_HUMAN	IL6RB_HUMAN	curated	uniprot unpacked	EBI3	IL6ST	Ebi3	Il6st
25		Q8NEV9	Q6UWB1	IL27A_HUMAN	I27RA_HUMAN	curated	uniprot unpacked	IL27	IL27RA	Il27	Il27ra
26		Q8NEV9	P40189	IL27A_HUMAN	IL6RB_HUMAN	curated	uniprot unpacked	IL27	IL6ST	Il27	Il6st
27		Q16552	Q96F46	IL17_HUMAN	I17RA_HUMAN	curated	uniprot unpacked	IL17A	IL17RA	Il17a	Il17ra
28		Q16552	Q8NAC3	IL17_HUMAN	I17RC_HUMAN	curated	uniprot unpacked	IL17A	IL17RC	Il17a	Il17rc
29		Q96PD4	Q96F46	IL17F_HUMAN	I17RA_HUMAN	curated	uniprot unpacked	IL17F	IL17RA	Il17f	Il17ra
30		Q96PD4	Q8NAC3	IL17F_HUMAN	I17RC_HUMAN	curated	uniprot unpacked	IL17F	IL17RC	Il17f	Il17rc
31		Q14213	Q99665	IL27B_HUMAN	I12R2_HUMAN	curated	uniprot unpacked	EBI3	IL12RB2	Ebi3	Il12rb2
32		P29459	P40189	IL12A_HUMAN	IL6RB_HUMAN	curated	uniprot unpacked	IL12A	IL6ST	Il12a	Il6st
33		P08514	P02671	ITA2B_HUMAN	FIBA_HUMAN	curated	uniprot unpacked	ITGA2B	FGA	Itga2b	Fga
34		P08514	P02679	ITA2B_HUMAN	FIBG_HUMAN	curated	uniprot unpacked	ITGA2B	FGG	Itga2b	Fgg
35		P08514	P02675	ITA2B_HUMAN	FIBB_HUMAN	curated	uniprot unpacked	ITGA2B	FGB	Itga2b	Fgb
36		P05106	P02671	ITB3_HUMAN	FIBA_HUMAN	curated	uniprot unpacked	ITGB3	FGA	Itgb3	Fga
37		P05106	P02679	ITB3_HUMAN	FIBG_HUMAN	curated	uniprot unpacked	ITGB3	FGG	Itgb3	Fgg
38		P05106	P02675	ITB3_HUMAN	FIBB_HUMAN	curated	uniprot unpacked	ITGB3	FGB	Itgb3	Fgb
39		P20702	P02671	ITAX_HUMAN	FIBA_HUMAN	curated	uniprot unpacked	ITGAX	FGA	Itgax	Fga
40		P20702	P02679	ITAX_HUMAN	FIBG_HUMAN	curated	uniprot unpacked	ITGAX	FGG	Itgax	Fgg
41		P20702	P02675	ITAX_HUMAN	FIBB_HUMAN	curated	uniprot unpacked	ITGAX	FGB	Itgax	Fgb
43		Q9UBK5	Q9BZM6	HCST_HUMAN	N2DL1_HUMAN	curated	uniprot unpacked	HCST	ULBP1	Hcst	Ulbp1
44		Q13241	P13747	KLRD1_HUMAN	HLAE_HUMAN	curated	uniprot unpacked	KLRD1	HLA-E	Klrd1	H2-T23
46		P27930	P01584	IL1R2_HUMAN	IL1B_HUMAN	curated	uniprot unpacked	IL1R2	IL1B	Il1r2	Il1b
47		Q9NPH3	P01584	IL1AP_HUMAN	IL1B_HUMAN	curated	uniprot unpacked	IL1RAP	IL1B	Il1rap	Il1b
48		P78552	P05112	I13R1_HUMAN	IL4_HUMAN	curated	uniprot unpacked	IL13RA1	IL4	Il13ra1	Il4
49		P24394	P05112	IL4RA_HUMAN	IL4_HUMAN	curated	uniprot unpacked	IL4R	IL4	Il4ra	Il4
50		O00238	P12644	BMR1B_HUMAN	BMP4_HUMAN	curated	uniprot unpacked	BMPR1B	BMP4	Bmpr1b	Bmp4
51		Q13873	P12644	BMPR2_HUMAN	BMP4_HUMAN	curated	uniprot unpacked	BMPR2	BMP4	Bmpr2	Bmp4
52		Q9UIW2	Q8NFY4	PLXA1_HUMAN	SEM6D_HUMAN	curated	uniprot unpacked	PLXNA1	SEMA6D	Plxna1	Sema6d
53		Q9NZC2	Q8NFY4	TREM2_HUMAN	SEM6D_HUMAN	curated	uniprot unpacked	TREM2	SEMA6D	Trem2	Sema6d
54		O43914	Q8NFY4	TYOBP_HUMAN	SEM6D_HUMAN	curated	uniprot unpacked	TYROBP	SEMA6D	Tyrobp	Sema6d
55		P36894	P12644	BMR1A_HUMAN	BMP4_HUMAN	curated	uniprot unpacked	BMPR1A	BMP4	Bmpr1a	Bmp4
56		P27037	P12644	AVR2A_HUMAN	BMP4_HUMAN	curated	uniprot unpacked	ACVR2A	BMP4	Acvr2a	Bmp4
57		O00238	Q7Z5Y6	BMR1B_HUMAN	BMP8A_HUMAN	curated	uniprot unpacked	BMPR1B	BMP8A	Bmpr1b	Bmp8a
58		P27037	Q7Z5Y6	AVR2A_HUMAN	BMP8A_HUMAN	curated	uniprot unpacked	ACVR2A	BMP8A	Acvr2a	Bmp8a
59		P07359	P04275	GP1BA_HUMAN	VWF_HUMAN	curated	uniprot unpacked	GP1BA	VWF	Gp1ba	Vwf
60		P13224	P04275	GP1BB_HUMAN	VWF_HUMAN	curated	uniprot unpacked	GP1BB	VWF	Gp1bb	Vwf
61		P37023	Q9UK05	ACVL1_HUMAN	GDF2_HUMAN	curated	uniprot unpacked	ACVRL1	GDF2	Acvrl1	Gdf2
62		Q13873	Q9UK05	BMPR2_HUMAN	GDF2_HUMAN	curated	uniprot unpacked	BMPR2	GDF2	Bmpr2	Gdf2
63		P36894	Q7Z5Y6	BMR1A_HUMAN	BMP8A_HUMAN	curated	uniprot unpacked	BMPR1A	BMP8A	Bmpr1a	Bmp8a
64		Q13705	Q7Z5Y6	AVR2B_HUMAN	BMP8A_HUMAN	curated	uniprot unpacked	ACVR2B	BMP8A	Acvr2b	Bmp8a
65		O00238	P22003	BMR1B_HUMAN	BMP5_HUMAN	curated	uniprot unpacked	BMPR1B	BMP5	Bmpr1b	Bmp5
66		P27037	P22003	AVR2A_HUMAN	BMP5_HUMAN	curated	uniprot unpacked	ACVR2A	BMP5	Acvr2a	Bmp5
67		P32927	P04141	IL3RB_HUMAN	CSF2_HUMAN	curated	uniprot unpacked	CSF2RB	CSF2	Csf2rb	Csf2
68		P15509	P04141	CSF2R_HUMAN	CSF2_HUMAN	curated	uniprot unpacked	CSF2RA	CSF2	Csf2ra	Csf2
69		P36894	P22004	BMR1A_HUMAN	BMP6_HUMAN	curated	uniprot unpacked	BMPR1A	BMP6	Bmpr1a	Bmp6
70		P27037	P22004	AVR2A_HUMAN	BMP6_HUMAN	curated	uniprot unpacked	ACVR2A	BMP6	Acvr2a	Bmp6
71		O00238	Q7Z4P5	BMR1B_HUMAN	GDF7_HUMAN	curated	uniprot unpacked	BMPR1B	GDF7	Bmpr1b	Gdf7
72		Q13873	Q7Z4P5	BMPR2_HUMAN	GDF7_HUMAN	curated	uniprot unpacked	BMPR2	GDF7	Bmpr2	Gdf7
73		O00238	Q6KF10	BMR1B_HUMAN	GDF6_HUMAN	curated	uniprot unpacked	BMPR1B	GDF6	Bmpr1b	Gdf6
74		Q13705	Q6KF10	AVR2B_HUMAN	GDF6_HUMAN	curated	uniprot unpacked	ACVR2B	GDF6	Acvr2b	Gdf6
75		Q04771	P18075	ACVR1_HUMAN	BMP7_HUMAN	curated	uniprot unpacked	ACVR1	BMP7	Acvr1	Bmp7
76		Q13705	P18075	AVR2B_HUMAN	BMP7_HUMAN	curated	uniprot unpacked	ACVR2B	BMP7	Acvr2b	Bmp7
77		O00238	P12643	BMR1B_HUMAN	BMP2_HUMAN	curated	uniprot unpacked	BMPR1B	BMP2	Bmpr1b	Bmp2
78		Q13873	P12643	BMPR2_HUMAN	BMP2_HUMAN	curated	uniprot unpacked	BMPR2	BMP2	Bmpr2	Bmp2
79		Q04771	P22004	ACVR1_HUMAN	BMP6_HUMAN	curated	uniprot unpacked	ACVR1	BMP6	Acvr1	Bmp6
80		Q13705	P22004	AVR2B_HUMAN	BMP6_HUMAN	curated	uniprot unpacked	ACVR2B	BMP6	Acvr2b	Bmp6
81		Q13873	P22003	BMPR2_HUMAN	BMP5_HUMAN	curated	uniprot unpacked	BMPR2	BMP5	Bmpr2	Bmp5
82		P07359	P00734	GP1BA_HUMAN	THRB_HUMAN	curated	uniprot unpacked	GP1BA	F2	Gp1ba	F2
83		P13224	P00734	GP1BB_HUMAN	THRB_HUMAN	curated	uniprot unpacked	GP1BB	F2	Gp1bb	F2
88		P36894	P43026	BMR1A_HUMAN	GDF5_HUMAN	curated	uniprot unpacked	BMPR1A	GDF5	Bmpr1a	Gdf5
89		Q13705	P43026	AVR2B_HUMAN	GDF5_HUMAN	curated	uniprot unpacked	ACVR2B	GDF5	Acvr2b	Gdf5
92		P36896	O95390	ACV1B_HUMAN	GDF11_HUMAN	curated	uniprot unpacked	ACVR1B	GDF11	Acvr1b	Gdf11
93		Q13705	O95390	AVR2B_HUMAN	GDF11_HUMAN	curated	uniprot unpacked	ACVR2B	GDF11	Acvr2b	Gdf11
94		P36896	Q96S42	ACV1B_HUMAN	NODAL_HUMAN	curated	uniprot unpacked	ACVR1B	NODAL	Acvr1b	Nodal
95		Q13705	Q96S42	AVR2B_HUMAN	NODAL_HUMAN	curated	uniprot unpacked	ACVR2B	NODAL	Acvr2b	Nodal
96		P13385	Q96S42	TDGF1_HUMAN	NODAL_HUMAN	curated	uniprot unpacked	TDGF1	NODAL	Tdgf1	Nodal
99		Q96F46	Q9H293	I17RA_HUMAN	IL25_HUMAN	curated	uniprot unpacked	IL17RA	IL25	Il17ra	Il25
100		Q9NRM6	Q9H293	I17RB_HUMAN	IL25_HUMAN	curated	uniprot unpacked	IL17RB	IL25	Il17rb	Il25
101		P27037	P18075	AVR2A_HUMAN	BMP7_HUMAN	curated	uniprot unpacked	ACVR2A	BMP7	Acvr2a	Bmp7
102		P36894	P22003	BMR1A_HUMAN	BMP5_HUMAN	curated	uniprot unpacked	BMPR1A	BMP5	Bmpr1a	Bmp5
103		Q13873	Q7Z5Y6	BMPR2_HUMAN	BMP8A_HUMAN	curated	uniprot unpacked	BMPR2	BMP8A	Bmpr2	Bmp8a
104		Q9HB29	Q9UBH0	ILRL2_HUMAN	I36RA_HUMAN	curated	uniprot unpacked	IL1RL2	IL36RN	Il1rl2	Il1f5
105		Q9NPH3	Q9UBH0	IL1AP_HUMAN	I36RA_HUMAN	curated	uniprot unpacked	IL1RAP	IL36RN	Il1rap	Il1f5
106		P36894	Q6KF10	BMR1A_HUMAN	GDF6_HUMAN	curated	uniprot unpacked	BMPR1A	GDF6	Bmpr1a	Gdf6
107		P27037	Q6KF10	AVR2A_HUMAN	GDF6_HUMAN	curated	uniprot unpacked	ACVR2A	GDF6	Acvr2a	Gdf6
108		Q9HB29	Q8WWZ1	ILRL2_HUMAN	IL1FA_HUMAN	curated	uniprot unpacked	IL1RL2	IL1F10	Il1rl2	Il1f10
109		Q9NPH3	Q8WWZ1	IL1AP_HUMAN	IL1FA_HUMAN	curated	uniprot unpacked	IL1RAP	IL1F10	Il1rap	Il1f10
110		Q13651	P22301	I10R1_HUMAN	IL10_HUMAN	curated	uniprot unpacked	IL10RA	IL10	Il10ra	Il10
111		Q08334	P22301	I10R2_HUMAN	IL10_HUMAN	curated	uniprot unpacked	IL10RB	IL10	Il10rb	Il10
112		Q96F46	Q16552	I17RA_HUMAN	IL17_HUMAN	curated	uniprot unpacked	IL17RA	IL17A	Il17ra	Il17a
113		Q8NAC3	Q16552	I17RC_HUMAN	IL17_HUMAN	curated	uniprot unpacked	IL17RC	IL17A	Il17rc	Il17a
114		P27037	O95390	AVR2A_HUMAN	GDF11_HUMAN	curated	uniprot unpacked	ACVR2A	GDF11	Acvr2a	Gdf11
115		P14778	P01584	IL1R1_HUMAN	IL1B_HUMAN	curated	uniprot unpacked	IL1R1	IL1B	Il1r1	Il1b
116		Q9UHF4	Q13007	I20RA_HUMAN	IL24_HUMAN	curated	uniprot unpacked	IL20RA	IL24	Il20ra	Il24
117		Q6UXL0	Q13007	I20RB_HUMAN	IL24_HUMAN	curated	uniprot unpacked	IL20RB	IL24	Il20rb	Il24
118		Q96F46	Q96PD4	I17RA_HUMAN	IL17F_HUMAN	curated	uniprot unpacked	IL17RA	IL17F	Il17ra	Il17f
119		Q8NAC3	Q96PD4	I17RC_HUMAN	IL17F_HUMAN	curated	uniprot unpacked	IL17RC	IL17F	Il17rc	Il17f
120		Q13705	Q7Z4P5	AVR2B_HUMAN	GDF7_HUMAN	curated	uniprot unpacked	ACVR2B	GDF7	Acvr2b	Gdf7
121		O00238	P36894	BMR1B_HUMAN	BMR1A_HUMAN	curated	uniprot unpacked	BMPR1B	BMPR1A	Bmpr1b	Bmpr1a
122		Q13873	P36894	BMPR2_HUMAN	BMR1A_HUMAN	curated	uniprot unpacked	BMPR2	BMPR1A	Bmpr2	Bmpr1a
123		P36894	Q7Z4P5	BMR1A_HUMAN	GDF7_HUMAN	curated	uniprot unpacked	BMPR1A	GDF7	Bmpr1a	Gdf7
124		P27037	Q7Z4P5	AVR2A_HUMAN	GDF7_HUMAN	curated	uniprot unpacked	ACVR2A	GDF7	Acvr2a	Gdf7
125		Q13705	P12643	AVR2B_HUMAN	BMP2_HUMAN	curated	uniprot unpacked	ACVR2B	BMP2	Acvr2b	Bmp2
127		P36894	P18075	BMR1A_HUMAN	BMP7_HUMAN	curated	uniprot unpacked	BMPR1A	BMP7	Bmpr1a	Bmp7
128		Q13873	P18075	BMPR2_HUMAN	BMP7_HUMAN	curated	uniprot unpacked	BMPR2	BMP7	Bmpr2	Bmp7
129		P14778	P01583	IL1R1_HUMAN	IL1A_HUMAN	curated	uniprot unpacked	IL1R1	IL1A	Il1r1	Il1a
130		Q9NPH3	P01583	IL1AP_HUMAN	IL1A_HUMAN	curated	uniprot unpacked	IL1RAP	IL1A	Il1rap	Il1a
131		P08887	P05231	IL6RA_HUMAN	IL6_HUMAN	curated	uniprot unpacked	IL6R	IL6	Il6ra	Il6
132		P40189	P05231	IL6RB_HUMAN	IL6_HUMAN	curated	uniprot unpacked	IL6ST	IL6	Il6st	Il6
133		Q9UHF4	Q9UHD0	I20RA_HUMAN	IL19_HUMAN	curated	uniprot unpacked	IL20RA	IL19	Il20ra	Il19
134		Q6UXL0	Q9UHD0	I20RB_HUMAN	IL19_HUMAN	curated	uniprot unpacked	IL20RB	IL19	Il20rb	Il19
135		P17948	P15692	VGFR1_HUMAN	VEGFA_HUMAN	curated	uniprot unpacked	FLT1	VEGFA	Flt1	Vegfa
136		P35968	P15692	VGFR2_HUMAN	VEGFA_HUMAN	curated	uniprot unpacked	KDR	VEGFA	Kdr	Vegfa
137		O00238	P43026	BMR1B_HUMAN	GDF5_HUMAN	curated	uniprot unpacked	BMPR1B	GDF5	Bmpr1b	Gdf5
